../Instances/CVRP/cpdvrp-test-1.vrp;1;4213;0.008783
../Instances/CVRP/cpdvrp-test-1.vrp;1;3797;0.009129
../Instances/CVRP/cpdvrp-test-1.vrp;1;3653;0.020089
